"","ID","alterID","aRelationType","aAge","aGender","aOccupation","aFamilyStatus","aRelationLength","aStrongTieDiscuss","aStrongTieHelp","aF2f","aPhone","aEmail","aSNS","egoAlterDist_m"
"687","SR4760599",3,"Parent","over 65","Female","Home maker","Single","More than 10 years",0,0,"4-11 times/year","4-11 times/year","4-11 times/year","Never",2079.20717149694
"688","SR4760599",4,"In-law","over 65","Female","Home maker","Single","More than 10 years",0,0,"1-3 times/year","1-3 times/year","1-3 times/year","Never",58363.724544543
"689","SR4760599",5,"In-law","over 65","Female","Home maker","Single","More than 10 years",0,0,"1-3 times/year","1-3 times/year","1-3 times/year","Never",58363.724544543
"690","SR4760599",6,"Sibling","45-49","Male","Full time","Single","More than 10 years",1,0,"4-11 times/year","4-11 times/year","4-11 times/year","Never",2079.20717149694
"691","SR4760599",7,"Spouse/partner","45-49","Female","Part time","Married, no children","More than 10 years",0,0,"Several times a day","4-7 times/week","Several times a day","Never",0
"692","SR4770934",0,"Spouse/partner","50-54","Female","Part time","Married with children","More than 10 years",0,0,"Several times a day","1-3 times/year","1-3 times/year","4-7 times/week",0
"693","SR4850039",0,"Spouse/partner","50-54","Female","Unemployed/retired","Married with children","More than 10 years",1,1,"Several times a day","Several times a day","Several times a day","Several times a day",0
"694","SR4850039",1,"Child","20-24","Male","Full time","Single","More than 10 years",1,1,"1-3 times/week","1-3 times/week","3-4 times/month","3-4 times/month",55368.3577312164
"695","SR4850039",2,"Child","20-24","Male","Student","Single","More than 10 years",1,1,"1-3 times/week","1-3 times/week","3-4 times/month","3-4 times/month",48398.826076002
"696","SR4850039",3,"Sibling","55-59","Female","Part time","Married with children","More than 10 years",0,1,"1-2 times/month","1-2 times/month","1-2 times/month","Never",7672.63267533989
"697","SR4850039",4,"Neighbor","60-64","Male","Full time","Married with children","More than 10 years",0,1,"1-2 times/month","4-11 times/year","4-11 times/year","4-11 times/year",1847.1220079723
"698","SR4850039",5,"Neighbor","55-59","Male","Full time","Married with children","More than 10 years",0,0,"1-2 times/month","4-11 times/year","4-11 times/year","4-11 times/year",1847.1220079723
"699","SR4850039",6,"Work friend","45-49","Male","Full time","Married with children","More than 10 years",0,0,"1-3 times/week","1-2 times/month","4-11 times/year","1-2 times/month",16228.2943590775
"700","SR4850039",7,"Work friend","50-54","Male","Full time","Divorced","More than 10 years",0,0,"1-3 times/week","1-2 times/month","4-11 times/year","1-2 times/month",16228.2943590775
"701","SR4850039",8,"Work friend","50-54","Male","Full time","Married with children","More than 10 years",0,0,"1-3 times/week","1-2 times/month","4-11 times/year","1-3 times/week",16228.2943590775
"702","SR4850039",9,"Work friend","45-49","Male","Full time","Married with children","More than 10 years",0,0,"Several times a day","1-3 times/week","3-4 times/month","1-2 times/month",16228.2943590775
"703","SR4850039",10,"Other friend","55-59","Male","Full time","Married with children","More than 10 years",0,0,"1-2 times/month","4-11 times/year","4-11 times/year","4-11 times/year",1847.1220079723
"704","SR4850039",11,"Neighbor","over 65","Male","Other","Married, no children","More than 10 years",0,0,"1-2 times/month","1-3 times/year","1-3 times/year","Never",1847.1220079723
"705","SR4850039",12,"Neighbor","60-64","Male","Part time","Married with children","More than 10 years",0,0,"1-2 times/month","1-3 times/year","Never","Never",1847.1220079723
"706","SR4850039",13,"Neighbor","over 65","Female","Unemployed/retired","Widowed","More than 10 years",0,0,"1-2 times/month","1-3 times/year","Never","Never",1847.1220079723
"707","SR4850039",14,"Neighbor","60-64","Male","Unemployed/retired","Married with children","More than 10 years",0,1,"3-4 times/month","1-3 times/year","Never","Never",1847.1220079723
"708","SR4850039",15,"Neighbor","over 65","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"1-2 times/month","1-3 times/year","1-3 times/year","Never",1847.1220079723
"709","SR4850039",16,"Neighbor","over 65","Male","Unemployed/retired","Single","More than 10 years",0,0,"4-11 times/year","1-3 times/year","Never","Never",1847.1220079723
"710","SR4850039",17,"Neighbor","over 65","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"4-11 times/year","1-3 times/year","Never","Never",1847.1220079723
"711","SR4850039",18,"Neighbor","over 65","Male","Full time","Married with children","More than 10 years",0,0,"4-11 times/year","1-3 times/year","Never","Never",1847.1220079723
"712","SR4850039",19,"Neighbor","over 65","Male","Unemployed/retired","Married, no children","More than 10 years",0,0,"4-11 times/year","1-3 times/year","Never","Never",1847.1220079723
"713","SR4850039",20,"Neighbor","over 65","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"4-11 times/year","1-3 times/year","Never","Never",1847.1220079723
"714","SR4850039",21,"Neighbor","over 65","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"4-11 times/year","1-3 times/year","Never","Never",1847.1220079723
"715","SR4850039",22,"Neighbor","over 65","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"4-11 times/year","1-3 times/year","Never","Never",1847.1220079723
"716","SR4850039",23,"Neighbor","over 65","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"4-11 times/year","1-3 times/year","Never","Never",1847.1220079723
"717","SR4850039",24,"Neighbor","over 65","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"4-11 times/year","1-3 times/year","Never","Never",1847.1220079723
"718","SR4850039",25,"Neighbor","over 65","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"4-11 times/year","1-3 times/year","Never","Never",1847.1220079723
"719","SR4950921",0,"Spouse/partner","45-49","Female","Home maker","Married with children","More than 10 years",0,0,"Several times a day","Never","Never","Several times a day",0
"720","SR4950921",1,"Work friend","50-54","Male","Full time","Married with children","More than 10 years",0,0,"1-2 times/month","4-11 times/year","4-11 times/year","4-11 times/year",37364.2818908036
"721","SR4950921",2,"Work friend","45-49","Male","Full time","Married with children","More than 10 years",0,0,"1-2 times/month","1-3 times/year","4-11 times/year","Never",12572.0611194023
"722","SR4950921",3,"Work friend","45-49","Male","Full time","Married, no children","More than 10 years",0,0,"4-11 times/year","1-3 times/year","1-3 times/year","4-11 times/year",6647.84544165779
"723","SR4950921",4,"Parent","over 65","Female","Unemployed/retired","Married with children","More than 10 years",0,0,"1-2 times/month","1-2 times/month","Never","Never",11783.7704388034
"724","SR4960790",0,"Work friend","30-34","Male","Full time","In a relationship","More than 10 years",0,0,"1-2 times/month","4-11 times/year","1-2 times/month","1-2 times/month",5843.86229386999
"725","SR4960790",1,"Work friend","30-34","Male","Full time","Married with children","More than 10 years",0,0,"1-2 times/month","4-11 times/year","1-3 times/year","4-11 times/year",2779.63852429945
"726","SR4960790",2,"Spouse/partner","20-24","Female","Full time","In a relationship","1-5 years",0,0,"4-7 times/week","1-3 times/week","Several times a day","Several times a day",2779.63852429945
"727","SR4960790",3,"Work friend","50-54","Male","Full time","Married, no children","More than 10 years",0,0,"Several times a day","Never","3-4 times/month","Never",5843.86229386999
"728","SR4960790",4,"Work friend","25-29","Male","Full time","Married, no children","More than 10 years",0,0,"1-2 times/month","1-3 times/year","4-11 times/year","1-3 times/year",5843.86229386999
"729","SR4960790",5,"Other friend","20-24","Male","Full time","Single","5-10 years",0,0,"4-11 times/year","1-2 times/month","4-11 times/year","3-4 times/month",2779.63852429945
"730","SR5100531",0,"Other relative","10-14","Female","Student","Single","More than 10 years",0,0,"1-3 times/week","3-4 times/month","Never","3-4 times/month",3134.86083016571
"731","SR5100531",1,"Child","10-14","Female","Student","Single","Less than a year",0,0,"Several times a day","Never","Never","Never",0
"732","SR5100531",2,"Parent","50-54","Male","Part time","Married with children","5-10 years",1,1,"1-3 times/week","1-2 times/month","Never","3-4 times/month",3134.86083016571
"733","SR5100531",3,"Parent","50-54","Female","Full time","Married with children","More than 10 years",1,1,"1-3 times/week","3-4 times/month","Never","1-3 times/week",3134.86083016571
"734","SR5100531",4,"Spouse/partner","30-34","Male","Full time","Married with children","1-5 years",0,0,"Several times a day","Several times a day","Never","Several times a day",0
"735","SR5170899",0,"Spouse/partner","40-44","Female","Full time","Married with children","More than 10 years",0,0,"Several times a day","1-2 times/month","3-4 times/month","3-4 times/month",0
"736","SR5170899",1,"Child","10-14","Male","Student","Single","More than 10 years",0,0,"Several times a day","1-2 times/month","3-4 times/month","3-4 times/month",0
"737","SR5170899",2,"Child","0-9","Male","Student","Single","5-10 years",1,0,"Several times a day","1-2 times/month","3-4 times/month","3-4 times/month",0
"738","SR5170899",3,"School friend","40-44","Male","Full time","Single","More than 10 years",0,0,"4-11 times/year","4-11 times/year","4-11 times/year","4-11 times/year",5984.02473581171
"739","SR5170899",4,"Other friend","30-34","Female","Full time","Single","More than 10 years",1,1,"4-11 times/year","4-11 times/year","4-11 times/year","4-11 times/year",33378.6808156858
"740","SR5170899",5,"Parent","over 65","Female","Part time","Married with children","More than 10 years",1,1,"1-2 times/month","1-2 times/month","1-2 times/month","1-2 times/month",3814.15317273334
"741","SR5170899",6,"Parent","over 65","Male","Part time","Married with children","More than 10 years",0,0,"1-2 times/month","1-2 times/month","1-2 times/month","1-2 times/month",3814.15317273334
"742","SR5210368",0,"Parent","over 65","Male","Unemployed/retired","Married, no children","More than 10 years",0,0,"1-2 times/month","Never","Never","Never",7747.02423312675
"743","SR5210368",1,"Club/circle friend","45-49","Male","Full time","Married, no children","More than 10 years",1,0,"4-11 times/year","Never","4-11 times/year","Never",12267.8971994035
"744","SR5210368",2,"Parent","over 65","Female","Unemployed/retired","Married, no children","More than 10 years",0,0,"1-2 times/month","1-2 times/month","1-2 times/month","Never",7747.02423312675
"745","SR5310242",0,"Child","0-9","Female","Student","Single","5-10 years",0,0,"Several times a day","Never","Never","Never",0
"746","SR5310242",1,"Child","0-9","Female","Student","Single","5-10 years",0,0,"Several times a day","Never","Never","Never",0
"747","SR5310242",2,"Spouse/partner","40-44","Male","Full time","Married with children","5-10 years",0,0,"Several times a day","1-2 times/month","4-7 times/week","Never",0
"748","SR5310242",3,"School friend","40-44","Female","Home maker","Married with children","1-5 years",0,0,"1-3 times/week","Never","Never","Never",783.159444809331
"749","SR5310242",4,"School friend","40-44","Female","Home maker","Married with children","Less than a year",1,0,"Several times a day","Never","Never","Never",783.159444809331
"750","SR5310242",5,"Parent","over 65","Female","Unemployed/retired","Married with children","More than 10 years",1,1,"1-3 times/year","1-3 times/year","4-11 times/year","Never",87434.199523622
"751","SR5310242",6,"Club/circle friend","60-64","Female","Freelance","Married with children","Less than a year",0,0,"1-3 times/week","Never","4-7 times/week","Never",18048.1135210796
"752","SR5310242",7,"Club/circle friend","55-59","Female","Part time","Married with children","Less than a year",0,0,"1-3 times/week","Never","Never","Never",18048.1135210796
"753","SR5380774",0,"Club/circle friend","50-54","Female","Full time","Married, no children","More than 10 years",0,0,"1-3 times/year","1-2 times/month","3-4 times/month","1-2 times/month",9967.3521297742
"754","SR5380774",1,"Club/circle friend","50-54","Male","Full time","Married with children","More than 10 years",0,0,"Several times a day","4-7 times/week","1-3 times/week","1-3 times/week",0
"755","SR5380774",2,"Child","15-19","Male","Student","Single","5-10 years",0,0,"4-7 times/week","Never","Never","1-2 times/month",0
"756","SR5380774",3,"Child","0-9","Male","Student","Single","More than 10 years",0,0,"4-7 times/week","Never","Never","1-2 times/month",0
"757","SR5410163",1,"Parent","50-54","Female","Home maker","Married with children","More than 10 years",0,0,"Several times a day","Never","Never","1-3 times/week",0
"758","SR5410163",2,"Parent","55-59","Male","Full time","Married with children","More than 10 years",0,0,"Several times a day","Never","Never","1-3 times/week",0
"759","SR5420069",0,"Parent","50-54","Female","Part time","Married with children","More than 10 years",0,0,"Several times a day","1-3 times/week","Never","Several times a day",0
"760","SR5420069",1,"Sibling","20-24","Female","Student","Single","More than 10 years",0,0,"Several times a day","1-2 times/month","Never","1-3 times/week",0
"761","SR5420069",2,"School friend","25-29","Female","Full time","In a relationship","5-10 years",0,0,"4-11 times/year","Never","Never","4-11 times/year",95832.9151818489
"762","SR5420069",3,"School friend","25-29","Female","Full time","In a relationship","5-10 years",0,0,"4-11 times/year","Never","Never","4-11 times/year",109376.532729501
"763","SR5420069",4,"School friend","25-29","Female","Full time","Single","5-10 years",0,0,"4-11 times/year","Never","Never","4-11 times/year",364301.94794128
"764","SR5420069",5,"Work friend","25-29","Female","Full time","Single","Less than a year",0,0,"4-7 times/week","Never","Never","3-4 times/month",35835.4543744017
"765","SR5420069",6,"Work friend","20-24","Female","Full time","In a relationship","Less than a year",0,0,"4-7 times/week","Never","Never","1-2 times/month",6680.41869973856
"766","SR5420069",7,"Work friend","25-29","Female","Full time","Single","Less than a year",0,0,"4-7 times/week","Never","Never","1-2 times/month",6680.41869973856
"767","SR5420069",8,"School friend","25-29","Female","Full time","Single","More than 10 years",0,0,"4-11 times/year","Never","Never","1-3 times/year",18122.3495506275
"768","SR5420069",9,"School friend","25-29","Female","Full time","In a relationship","More than 10 years",0,0,"4-11 times/year","Never","Never","1-3 times/year",24494.8605448226
"769","SR5420069",10,"School friend","25-29","Female","Full time","In a relationship","More than 10 years",0,0,"4-11 times/year","Never","Never","1-3 times/year",35835.4543744017
"770","SR5420069",11,"Work friend","25-29","Female","Full time","Single","More than 10 years",0,0,"4-11 times/year","Never","Never","4-11 times/year",22892.8716794254
"771","SR5420069",12,"Spouse/partner","20-24","Male","Full time","In a relationship","1-5 years",0,0,"1-3 times/week","1-2 times/month","Never","Several times a day",66563.2800099248
"772","SR5420069",13,"Other relative","25-29","Female","Full time","In a relationship","More than 10 years",0,0,"1-3 times/year","Never","Never","1-2 times/month",376286.466638278
"773","SR5420069",14,"Other relative","55-59","Female","Full time","Married with children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","Never","1-2 times/month",376286.466638278
"774","SR5420069",15,"Work friend","25-29","Male","Full time","Single","Less than a year",0,0,"4-7 times/week","Never","Never","1-2 times/month",5299.38628086615
"775","SR5420069",16,"Work friend","20-24","Male","Full time","In a relationship","Less than a year",0,0,"4-7 times/week","Never","Never","4-11 times/year",23876.2997056554
"776","SR5420069",17,"Work friend","25-29","Male","Full time","In a relationship","Less than a year",0,0,"4-7 times/week","Never","Never","1-3 times/year",6655.23737548651
"777","SR5420069",18,"Work friend","25-29","Male","Full time","Single","Less than a year",0,0,"1-2 times/month","Never","Never","4-11 times/year",6680.41869973856
"778","SR5420069",19,"Work friend","25-29","Male","Full time","In a relationship","Less than a year",0,0,"4-7 times/week","Never","Never","1-2 times/month",9820.49844499627
"779","SR5420069",20,"Work friend","25-29","Male","Full time","Single","Less than a year",0,0,"4-7 times/week","Never","Never","4-11 times/year",6655.23737548651
"780","SR5420069",21,"Work friend","25-29","Female","Full time","In a relationship","Less than a year",0,0,"1-3 times/week","Never","Never","4-11 times/year",6680.41869973856
"781","SR5420069",22,"School friend","25-29","Female","Full time","In a relationship","5-10 years",0,0,"4-11 times/year","Never","Never","1-2 times/month",37881.3803149998
"782","SR5420069",23,"School friend","25-29","Female","Student","Single","5-10 years",0,0,"1-3 times/year","Never","Never","4-11 times/year",142100.269468419
"783","SR5420069",24,"School friend","25-29","Female","Full time","In a relationship","5-10 years",0,0,"1-3 times/year","Never","Never","1-3 times/year",37881.3803149998
"784","SR5420069",25,"School friend","25-29","Male","Student","Single","5-10 years",0,0,"1-3 times/year","Never","Never","1-3 times/year",17658.8997670349
"785","SR5430063",0,"Spouse/partner","40-44","Female","Full time","Married, no children","More than 10 years",0,0,"Several times a day","1-3 times/week","4-7 times/week","Never",0
"786","SR5430063",1,"Work friend","35-39","Male","Full time","In a relationship","More than 10 years",0,0,"1-3 times/year","1-3 times/year","1-3 times/year","Never",17023.1583588634
"787","SR5430063",2,"Work friend","20-24","Male","Full time","Single","1-5 years",0,0,"1-3 times/year","1-3 times/year","Never","Never",26288.1294567786
"788","SR5430063",3,"Work friend","60-64","Male","Full time","Married with children","5-10 years",0,0,"1-3 times/year","1-3 times/year","Never","Never",27022.1818415054
"789","SR5430063",4,"School friend","40-44","Male","Full time","Married, no children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","4-11 times/year","Never",18528.0018891787
"790","SR5430063",5,"Club/circle friend","35-39","Male","Full time","Single","More than 10 years",0,0,"1-2 times/month","Never","1-2 times/month","Never",25335.7028544018
"791","SR5490610",0,"Other friend","40-44","Female","Part time","Married with children","1-5 years",0,0,"1-2 times/month","1-2 times/month","1-2 times/month","Never",2803.25470478661
"792","SR5490610",1,"Other friend","40-44","Female","Home maker","Married with children","5-10 years",0,0,"1-2 times/month","1-2 times/month","1-2 times/month","Never",2803.25470478661
"793","SR5490610",2,"Work friend","40-44","Female","Part time","Married with children","Less than a year",0,0,"Never","Never","Never","Never",409.757264145282
"794","SR5490610",3,"Work friend","40-44","Female","Part time","Married with children","Less than a year",0,0,"Never","Never","Never","Never",409.757264145282
"795","SR5490610",4,"Work friend","30-34","Female","Part time","Married with children","Less than a year",0,0,"Never","Never","Never","Never",8034.94602288225
"796","SR5490610",5,"Work friend","25-29","Male","Part time","Single","Less than a year",0,0,"Never","Never","Never","Never",409.757264145282
"797","SR5490610",6,"Spouse/partner","35-39","Male","Full time","Married with children","More than 10 years",1,1,"Several times a day","Several times a day","Several times a day","Never",0
"798","SR5490610",7,"Parent","55-59","Female","Full time","Married with children","More than 10 years",1,0,"Several times a day","1-3 times/week","1-3 times/year","Never",0
"799","SR5490610",8,"Other friend","30-34","Female","Full time","Single","More than 10 years",1,0,"1-3 times/year","4-11 times/year","4-11 times/year","Never",28633.8738445731
"800","SR5490610",9,"Other friend","30-34","Female","Full time","Single","More than 10 years",0,0,"4-11 times/year","4-11 times/year","4-11 times/year","Never",1887.71657226611
"801","SR5520912",0,"Child","25-29","Female","Full time","In a relationship","More than 10 years",1,1,"4-7 times/week","Several times a day","Several times a day","Never",0
"802","SR5540195",0,"Work friend","45-49","Male","Full time","Married with children","5-10 years",0,0,"1-2 times/month","Never","Never","4-7 times/week",23655.9936006454
"803","SR5540195",1,"Work friend","50-54","Male","Full time","Married with children","More than 10 years",0,0,"3-4 times/month","1-3 times/week","Never","4-7 times/week",28889.9534054042
"804","SR5540195",2,"Child","10-14","Female","Student","Single","More than 10 years",0,0,"Several times a day","Never","Never","3-4 times/month",0
"805","SR5540195",3,"Child","10-14","Female","Student","Single","More than 10 years",0,0,"Several times a day","Never","Never","Never",0
"806","SR5540195",4,"Child","0-9","Female","Student","Single","5-10 years",0,0,"Several times a day","Never","Never","Never",0
"807","SR5540195",5,"Spouse/partner","45-49","Female","Home maker","Married with children","More than 10 years",1,0,"Several times a day","1-3 times/year","Never","4-7 times/week",0
"808","SR5540195",6,"Sibling","55-59","Female","Full time","Married with children","More than 10 years",0,0,"1-2 times/month","1-3 times/year","Never","1-2 times/month",12160.4452588677
"809","SR5540195",7,"Parent","over 65","Female","Unemployed/retired","Widowed","More than 10 years",0,0,"Several times a day","1-3 times/year","1-3 times/year","Never",0
"810","SR5630381",0,"Other relative","40-44","Female","Home maker","Married with children","1-5 years",0,0,"1-3 times/year","1-3 times/year","Never","Never",31138.3274810247
"811","SR5630381",1,"Other relative","40-44","Female","Home maker","Married with children","1-5 years",0,0,"1-3 times/year","1-3 times/year","Never","Never",31138.3274810247
"812","SR5630381",2,"Work friend","50-54","Male","Home maker","Married with children","1-5 years",0,0,"1-3 times/year","Never","1-3 times/year","Never",31138.3274810247
"813","SR5630381",3,"Other relative","50-54","Female","Full time","Married with children","1-5 years",0,0,"1-3 times/year","1-3 times/year","1-3 times/year","Never",31138.3274810247
"814","SR5630381",4,"Other relative","50-54","Male","Full time","Married with children","5-10 years",0,1,"1-3 times/year","1-3 times/year","1-3 times/year","Never",31138.3274810247
"815","SR5630381",5,"Other relative","50-54","Female","Home maker","Married with children","5-10 years",0,0,"1-3 times/year","1-3 times/year","1-3 times/year","Never",31138.3274810247
"816","SR5630381",6,"Other relative","50-54","Female","Full time","Married with children","5-10 years",0,0,"1-3 times/year","1-3 times/year","1-3 times/year","Never",31138.3274810247
"817","SR5630381",7,"Other relative","50-54","Female","Full time","Married with children","5-10 years",0,0,"1-3 times/year","Never","Never","Never",31138.3274810247
"818","SR5630381",8,"Other relative","45-49","Female","Home maker","Married with children","5-10 years",0,0,"1-3 times/year","Never","Never","Never",31138.3274810247
"819","SR5630381",9,"Other relative","45-49","Female","Home maker","Married with children","5-10 years",0,1,"1-3 times/year","Never","Never","Never",31138.3274810247
"820","SR5630381",10,"Child","25-29","Male","Full time","Single","5-10 years",1,1,"Several times a day","Several times a day","4-7 times/week","Never",0
"821","SR5630381",11,"Child","20-24","Male","Student","Single","More than 10 years",0,0,"Several times a day","Several times a day","4-7 times/week","Never",0
"822","SR5790356",0,"School friend","40-44","Female","Part time","Single","More than 10 years",0,0,"3-4 times/month","Never","Never","3-4 times/month",14257.5366186994
"823","SR5790356",1,"School friend","40-44","Female","Full time","Married with children","More than 10 years",0,0,"3-4 times/month","Never","Never","3-4 times/month",25901.1945323594
"824","SR5790356",2,"Work friend","50-54","Male","Full time","Married with children","5-10 years",1,1,"4-11 times/year","Never","4-11 times/year","4-11 times/year",37475.6741514407
"825","SR5790356",3,"Parent","over 65","Female","Home maker","Married with children","More than 10 years",1,1,"Several times a day","1-3 times/week","Never","1-3 times/week",0
"826","SR5790356",4,"Parent","over 65","Male","Unemployed/retired","Married with children","More than 10 years",1,0,"Several times a day","1-3 times/week","Never","1-3 times/week",0
"827","SR5790356",5,"School friend","40-44","Female","Full time","Married with children","More than 10 years",1,0,"1-3 times/year","Never","Never","1-3 times/year",16857.9671882427
"828","SR5790356",6,"School friend","40-44","Female","Full time","Married with children","More than 10 years",0,0,"1-3 times/year","Never","Never","1-3 times/year",25914.8415472116
"829","SR5840251",0,"Neighbor","60-64","Female","Home maker","Married with children","More than 10 years",0,0,"4-11 times/year","4-11 times/year","1-3 times/week","Never",1812.1949135458
"830","SR5840251",1,"Work friend","50-54","Female","Full time","Divorced","More than 10 years",0,0,"4-11 times/year","4-11 times/year","1-2 times/month","Never",32297.2864113326
"831","SR5840251",2,"Neighbor","60-64","Female","Full time","Married with children","More than 10 years",1,0,"4-11 times/year","4-11 times/year","1-2 times/month","Never",1812.1949135458
"832","SR5840251",3,"Child","25-29","Female","Full time","Married, no children","More than 10 years",0,1,"3-4 times/month","1-3 times/week","1-3 times/week","Never",25063.4100916586
"833","SR5840251",4,"In-law","35-39","Male","Full time","Married, no children","1-5 years",0,0,"1-2 times/month","Never","1-3 times/week","Never",25063.4100916586
"834","SR5840251",5,"Other relative","50-54","Female","Full time","Married with children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","1-3 times/year","Never",27981.6571480067
"835","SR5840251",6,"Neighbor","over 65","Female","Full time","Married with children","5-10 years",1,0,"4-11 times/year","4-11 times/year","1-3 times/year","Never",1812.1949135458
"836","SR5840251",7,"Neighbor","55-59","Female","Home maker","Married with children","More than 10 years",0,0,"4-11 times/year","1-3 times/year","1-3 times/year","Never",1812.1949135458
"837","SR5840251",8,"Child","20-24","Female","Full time","Married, no children","More than 10 years",0,1,"3-4 times/month","1-3 times/week","3-4 times/month","Never",25063.4100916586
"838","SR5840251",9,"Spouse/partner","over 65","Male","Full time","Married with children","More than 10 years",1,0,"Several times a day","Several times a day","Several times a day","Never",1812.1949135458
"839","SR5840251",10,"In-law","60-64","Female","Full time","Married with children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","4-11 times/year","Never",41504.5778450584
"840","SR5840251",11,"In-law","over 65","Female","Part time","Widowed","More than 10 years",0,0,"1-3 times/year","4-11 times/year","4-11 times/year","Never",27981.6571480067
"841","SR5870187",0,"Neighbor","50-54","Female","Home maker","Married with children","More than 10 years",0,0,"1-3 times/week","Never","1-3 times/week","Never",1812.1949135458
"842","SR5870187",1,"Neighbor","50-54","Female","Freelance","Married with children","More than 10 years",0,0,"1-3 times/week","Never","1-3 times/week","Never",1812.1949135458
"843","SR5870187",2,"Neighbor","60-64","Female","Home maker","Married with children","More than 10 years",0,0,"1-3 times/week","Never","1-2 times/month","Never",1812.1949135458
"844","SR5870187",3,"Neighbor","over 65","Female","Home maker","Married with children","More than 10 years",1,1,"3-4 times/month","1-2 times/month","1-3 times/week","Never",1812.1949135458
"845","SR5870187",4,"In-law","over 65","Female","Unemployed/retired","Widowed","More than 10 years",0,1,"1-3 times/week","1-3 times/week","Never","Never",1812.1949135458
"846","SR5870187",5,"In-law","55-59","Female","Part time","Married with children","More than 10 years",1,1,"1-3 times/year","1-2 times/month","1-2 times/month","Never",57739.4408340362
"847","SR5870187",6,"Spouse/partner","60-64","Male","Full time","Married with children","More than 10 years",1,1,"Several times a day","Several times a day","Several times a day","Never",0
"848","SR5870187",7,"Child","30-34","Male","Full time","Married with children","More than 10 years",0,0,"1-2 times/month","3-4 times/month","3-4 times/month","Never",224152.603986057
"849","SR5870187",8,"Club/circle friend","50-54","Female","Home maker","Married with children","More than 10 years",0,0,"1-2 times/month","1-2 times/month","1-2 times/month","Never",1812.1949135458
"850","SR5870187",9,"Neighbor","55-59","Female","Home maker","Married with children","More than 10 years",0,0,"3-4 times/month","Never","Never","Never",1812.1949135458
"851","SR5870187",10,"Club/circle friend","45-49","Female","Home maker","Married with children","5-10 years",0,0,"1-2 times/month","4-11 times/year","4-11 times/year","Never",938.940650987312
"852","SR5870187",11,"Club/circle friend","50-54","Female","Home maker","Married with children","5-10 years",0,0,"1-2 times/month","4-11 times/year","4-11 times/year","Never",938.940650987312
"853","SR5870187",12,"Club/circle friend","55-59","Female","Home maker","Married with children","5-10 years",0,0,"1-2 times/month","4-11 times/year","4-11 times/year","Never",662.156670199521
"854","SR5870187",13,"Other friend","55-59","Female","Home maker","Married with children","More than 10 years",0,0,"1-2 times/month","4-11 times/year","4-11 times/year","Never",934723.402020142
"855","SR5870187",14,"Other relative","over 65","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"1-3 times/year","4-11 times/year","Never","Never",941935.012183407
"856","SR5870187",15,"Other relative","over 65","Female","Unemployed/retired","Married with children","More than 10 years",0,0,"1-3 times/year","4-11 times/year","Never","Never",941935.012183407
"857","SR5970706",0,"Other friend","50-54","Male","Full time","Married with children","5-10 years",0,0,"1-3 times/week","1-3 times/year","1-3 times/year","1-3 times/week",3058.19922958791
"858","SR5970706",1,"Other friend","45-49","Male","Full time","Married, no children","5-10 years",0,0,"3-4 times/month","Never","Never","3-4 times/month",3058.19922958791
"859","SR5970706",2,"Other friend","35-39","Male","Full time","Married with children","1-5 years",0,0,"1-2 times/month","Never","Never","3-4 times/month",3058.19922958791
"860","SR5970706",3,"Other friend","40-44","Male","Full time","In a relationship","1-5 years",0,1,"1-2 times/month","Never","Never","3-4 times/month",3058.19922958791
"861","SR5970706",4,"Spouse/partner","40-44","Female","Part time","Married with children","More than 10 years",0,0,"Several times a day","1-3 times/week","Never","Several times a day",0
"862","SR5970706",5,"Child","10-14","Female","Student","Single","More than 10 years",0,0,"Several times a day","1-2 times/month","Never","1-3 times/week",0
"863","SR5970706",6,"Child","0-9","Female","Student","Single","5-10 years",0,0,"Several times a day","1-2 times/month","Never","1-3 times/week",0
"864","SR5970706",7,"Child","0-9","Male","Student","Single","5-10 years",1,1,"Several times a day","1-2 times/month","Never","1-2 times/month",0
"865","SR5970706",8,"In-law","over 65","Male","Unemployed/retired","Widowed","More than 10 years",1,1,"1-2 times/month","Never","Never","Never",35352.2853079708
"866","SR5970706",9,"Parent","over 65","Female","Other","Married with children","More than 10 years",1,0,"1-3 times/week","Never","Never","1-2 times/month",1878.79347309554
"867","SR5970706",10,"Other relative","40-44","Female","Home maker","Married with children","More than 10 years",0,0,"4-7 times/week","Never","Never","1-3 times/week",1878.79347309554
"868","SR6040006",0,"Spouse/partner","45-49","Female","Home maker","Married, no children","More than 10 years",1,1,"Several times a day","1-3 times/week","Several times a day","Never",0
"869","SR6040006",1,"Other friend","over 65","Male","Full time","Married with children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","Never","Never",524592.434832697
